yr_district_id,winner_votes,totalvotes,year,state,winner,winner_party,writein,district_id,winner_voteshare,total_dem_votes,total_rep_votes,total_dem_vote_share,total_rep_vote_share,L1_winner,L2_winner,L3_winner,L4_winner,L5_winner,dL1_winner,L6_winner,L7_winner,L8_winner,L9_winner,L10_winner,incumbent_in_race,incumbent_party,dL2_winner,dL3_winner,dL4_winner,dL5_winner,dL6_winner,dL7_winner,dL8_winner,dL9_winner,dL10_winner,incumbent_L5_races,incumbent_L4_races,incumbent_L3_races,incumbent_L2_races,incumbent_L10_races,rep_wins,dem_wins,rep_L5_wins,rep_L10_wins,dem_L10_wins,dem_L5_wins,rep_L4_wins,rep_L3_wins,rep_L2_wins,rep_L1_wins,dem_L4_wins,dem_L3_wins,dem_L2_wins,dem_L1_wins,rep_L5_voteshare,rep_L10_voteshare,rep_L4_voteshare,rep_L3_voteshare,rep_L2_voteshare,rep_L1_voteshare,dem_L10_voteshare,dem_L5_voteshare,dem_L4_voteshare,dem_L3_voteshare,dem_L2_voteshare,dem_L1_voteshare,target,top_dem_votes,top_dem_candidate,top_rep_votes,top_rep_candidate,dem_incumbent_in_race,rep_incumbent_in_race
2014-CA-07,92521,183587,2014,California,AmiBera,democrat,False,CA-07,0.503962699,92521,91066,0.503962699,0.49603730100000004,AmiBera,GeorgeMiller,GeorgeMiller,GeorgeMiller,GeorgeMiller,1,GeorgeMiller,GeorgeMiller,GeorgeMiller,GeorgeMiller,GeorgeMiller,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.33986550299999996,0.28989746899999996,0.384817215,0.431995684,0.489610946,0.483184591,0.6989719090000001,0.654431115,0.6080535579999999,0.568004316,0.510389054,0.516815409,1,92521.0,AmiBera,91066.0,DougOse,1,0
2016-CA-07,152133,297301,2016,California,AmiBera,democrat,False,CA-07,0.511713718,152133,145168,0.511713718,0.488286282,AmiBera,AmiBera,GeorgeMiller,GeorgeMiller,GeorgeMiller,1,GeorgeMiller,GeorgeMiller,GeorgeMiller,GeorgeMiller,GeorgeMiller,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.40551102899999997,0.316443116,0.446068334,0.489169391,0.49216179200000004,0.49603730100000004,0.6783377309999999,0.58878559,0.553931666,0.510830609,0.507838209,0.503962699,1,152133.0,AmiBera,145168.0,ScottRJones,1,0
2018-CA-07,310032,563234,2018,California,AmiBera,democrat,False,CA-07,0.550449724,310032,253202,0.550449724,0.449550276,AmiBera,AmiBera,AmiBera,GeorgeMiller,GeorgeMiller,1,GeorgeMiller,GeorgeMiller,GeorgeMiller,GeorgeMiller,GeorgeMiller,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.446764722,0.33806935899999996,0.47926461200000003,0.477957953,0.468918279,0.488286282,0.656711488,0.5532352779999999,0.520735388,0.522042047,0.5310817210000001,0.511713718,1,310032.0,AmiBera,253202.0,AndrewGrant,1,0
2012-CA-08,103093,179644,2012,California,PaulCook,republican,False,CA-08,0.573873884,0,179644,0.0,1.0,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,0,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,4,1,1,1,0,3,2,1,1,0.306224975,0.22423089100000002,0.354015815,0.431309211,0.5871595070000001,0.174319014,0.744968961,0.6453952860000001,0.599370115,0.506538695,0.40047735799999995,0.800954715,0,,None,103093.0,PaulCook,0,0
2014-CA-08,77480,114536,2014,California,PaulCook,republican,False,CA-08,0.6764685340000001,37056,77480,0.323531466,0.6764685340000001,PaulCook,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,1,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,1,republican,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,2,8,3,2,2,2,1,2,1,0,0,0.418506359,0.273724793,0.49259904200000004,0.616929183,0.838234267,1.0,0.6954756540000001,0.544202385,0.46078688799999995,0.37482872700000003,0.161765733,0.0,0,37056.0,BobConaway,77480.0,PaulCook,0,1
2016-CA-08,136972,220007,2016,California,PaulCook,republican,False,CA-08,0.6225801910000001,83035,136972,0.377419809,0.6225801910000001,PaulCook,PaulCook,NancyPelosi,NancyPelosi,NancyPelosi,1,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,1,republican,1,0,0,0,0,0,0,0,0,2,2,2,2,2,1,0,3,3,7,2,3,3,2,1,1,0,0,0,0.518595272,0.323592686,0.618341935,0.766349575,0.6495243629999999,0.6764685340000001,0.648872931,0.444113472,0.375476497,0.233650425,0.350475638,0.323531466,0,83035.0,RitaRamirez,136972.0,PaulCook,0,1
2018-CA-08,204830,341570,2018,California,PaulCook,republican,False,CA-08,0.599672102,0,341570,0.0,1.0,PaulCook,PaulCook,PaulCook,NancyPelosi,NancyPelosi,1,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,NancyPelosi,1,republican,1,1,0,0,0,0,0,0,0,3,3,3,2,3,1,0,4,4,6,1,4,3,2,1,0,0,0,0,0.6946735479999999,0.411543075,0.824762181,0.766349575,0.8112900959999999,0.6225801910000001,0.56304127,0.300381198,0.175237819,0.233650425,0.188709905,0.377419809,0,,None,204830.0,PaulCook,0,1
2012-CA-09,118373,213077,2012,California,JerryMcNerney,democrat,False,CA-09,0.555540955,118373,94704,0.555540955,0.444459045,BarbaraLee,BarbaraLee,BarbaraLee,BarbaraLee,BarbaraLee,0,BarbaraLee,BarbaraLee,RonaldVDellums,RonaldVDellums,RonaldVDellums,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.20030362300000001,0.186107212,0.21174916300000002,0.236827293,0.28567862,0.126898195,0.797518405,0.798090139,0.78624304,0.760495644,0.71042106,0.865301165,1,118373.0,JerryMcNerney,94704.0,RickyGill,0,0
2014-CA-09,63475,121204,2014,California,JerryMcNerney,democrat,False,CA-09,0.523703838,63475,57729,0.523703838,0.476296162,JerryMcNerney,BarbaraLee,BarbaraLee,BarbaraLee,BarbaraLee,1,BarbaraLee,BarbaraLee,BarbaraLee,RonaldVDellums,RonaldVDellums,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.264658563,0.211124389,0.29669451,0.349217801,0.460377604,0.444459045,0.77764113,0.7337352,0.701297693,0.648181986,0.539622397,0.555540955,1,63475.0,JerryMcNerney,57729.0,AntonioCTonyAmador,1,0
2016-CA-09,133163,232155,2016,California,JerryMcNerney,democrat,False,CA-09,0.573595227,133163,98992,0.573595227,0.42640477299999996,JerryMcNerney,JerryMcNerney,BarbaraLee,BarbaraLee,BarbaraLee,1,BarbaraLee,BarbaraLee,BarbaraLee,BarbaraLee,RonaldVDellums,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.322636563,0.235291279,0.368514544,0.449053327,0.45135046799999995,0.476296162,0.757970479,0.6757572,0.629535296,0.550946673,0.548649533,0.523703838,1,133163.0,JerryMcNerney,98992.0,AntonioCTonyAmador,1,0
2018-CA-09,226828,401526,2018,California,JerryMcNerney,democrat,False,CA-09,0.56491485,226828,174698,0.56491485,0.43508515,JerryMcNerney,JerryMcNerney,JerryMcNerney,BarbaraLee,BarbaraLee,1,BarbaraLee,BarbaraLee,BarbaraLee,BarbaraLee,BarbaraLee,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.381828665,0.26559693300000004,0.445561282,0.445928695,0.430744962,0.42640477299999996,0.731633158,0.616611207,0.554438717,0.554071305,0.569255039,0.573595227,1,226828.0,JerryMcNerney,174698.0,MarlaLivengood,1,0
2012-CA-10,110265,209199,2012,California,JeffDenham,republican,False,CA-10,0.527081869,98934,110265,0.472918131,0.527081869,JohnGaramendi,EllenOTauscher,EllenOTauscher,EllenOTauscher,EllenOTauscher,0,EllenOTauscher,EllenOTauscher,EllenOTauscher,BillBaker,BillBaker,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,8,4,1,1,1,0,3,2,1,1,0.3790397,0.40895781299999995,0.38808464600000003,0.405641831,0.452826069,0.378570268,0.575672172,0.613414064,0.602482559,0.581865721,0.5471739320000001,0.6214297320000001,0,98934.0,JoseHernandez,110265.0,JeffDenham,0,0
2014-CA-10,70582,125705,2014,California,JeffDenhem,republican,False,CA-10,0.561489201,55123,70582,0.438510799,0.561489201,JeffDenham,JohnGaramendi,EllenOTauscher,EllenOTauscher,EllenOTauscher,0,EllenOTauscher,EllenOTauscher,EllenOTauscher,EllenOTauscher,BillBaker,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,8,3,2,2,2,1,2,1,0,0,0.422765557,0.405802,0.444603673,0.489047113,0.544285535,0.527081869,0.580878011,0.569688207,0.546026991,0.5109528870000001,0.455714465,0.472918131,0,55123.0,MichaelEggman,70582.0,JeffDenhem,0,0
2016-CA-10,124671,241141,2016,California,JeffDenham,republican,False,CA-10,0.517004574,116470,124671,0.482995426,0.517004574,JeffDenhem,JeffDenham,JohnGaramendi,EllenOTauscher,EllenOTauscher,0,EllenOTauscher,EllenOTauscher,EllenOTauscher,EllenOTauscher,EllenOTauscher,0,republican,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3,3,7,2,3,3,2,1,1,0,0,0,0.45908385399999996,0.4094572,0.49603647799999995,0.535191881,0.539246888,0.561489201,0.580542572,0.5334206779999999,0.503963522,0.46480811899999996,0.460753113,0.438510799,0,116470.0,MichaelEggman,124671.0,JeffDenham,0,0
2018-CA-10,231890,443800,2018,California,JoshHarder,democrat,False,CA-10,0.52251014,231890,211910,0.52251014,0.47748986,JeffDenham,JeffDenhem,JeffDenham,JohnGaramendi,EllenOTauscher,0,EllenOTauscher,EllenOTauscher,EllenOTauscher,EllenOTauscher,EllenOTauscher,0,republican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,2,3,2,1,1,1,1,1,0,0.492327154,0.413768385,0.520766376,0.518661212,0.497247217,0.517004574,0.579333036,0.5076728460000001,0.47923362399999997,0.48133878799999996,0.5027527829999999,0.482995426,1,231890.0,JoshHarder,211910.0,JeffDenham,0,1
2012-CA-11,200743,287879,2012,California,GeorgeMiller,democrat,False,CA-11,0.6973172759999999,200743,87136,0.6973172759999999,0.30268272399999996,JerryMcNerney,JerryMcNerney,JerryMcNerney,RichardWPombo,RichardWPombo,0,RichardWPombo,RichardWPombo,RichardWPombo,RichardWPombo,RichardWPombo,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,4,4,0,0,0,0,4,3,2,1,0.45963047700000004,0.541365977,0.421468316,0.406176814,0.385648211,0.46861369700000005,0.4501696,0.530017306,0.5655914120000001,0.57656949,0.588491405,0.479665534,1,200743.0,GeorgeMiller,87136.0,VirginiaFuller,0,0
2014-CA-11,117502,174662,2014,California,MarkDeSaulnier,democrat,False,CA-11,0.672739348,117502,57160,0.672739348,0.327260652,GeorgeMiller,JerryMcNerney,JerryMcNerney,JerryMcNerney,RichardWPombo,0,RichardWPombo,RichardWPombo,RichardWPombo,RichardWPombo,RichardWPombo,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,0,0,0,0,4,3,2,1,0.402626783,0.509003877,0.386447773,0.36618569100000004,0.314971688,0.30268272399999996,0.4825317,0.5870209989999999,0.600611954,0.616574053,0.685028312,0.6973172759999999,1,117502.0,MarkDeSaulnier,57160.0,TuePhan,0,0
2016-CA-11,214868,298209,2016,California,MarkDeSaulnier,democrat,False,CA-11,0.72052822,214868,83341,0.72052822,0.27947178,MarkDeSaulnier,GeorgeMiller,JerryMcNerney,JerryMcNerney,JerryMcNerney,1,RichardWPombo,RichardWPombo,RichardWPombo,RichardWPombo,RichardWPombo,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,4,6,5,0,0,0,0,4,3,2,1,0.365052575,0.47479948899999996,0.344507213,0.303138385,0.303366216,0.327260652,0.5183959810000001,0.624595208,0.6425625939999999,0.696861615,0.6966337840000001,0.672739348,1,214868.0,MarkDeSaulnier,83341.0,RogerAllenPetersen,1,0
2018-CA-11,408738,551362,2018,California,MarkDeSaulnier,democrat,False,CA-11,0.741324212,408738,142624,0.741324212,0.258675788,MarkDeSaulnier,MarkDeSaulnier,GeorgeMiller,JerryMcNerney,JerryMcNerney,1,JerryMcNerney,RichardWPombo,RichardWPombo,RichardWPombo,RichardWPombo,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,3,7,5,0,0,0,0,4,3,2,1,0.32734092800000003,0.436913682,0.292022736,0.288469407,0.269073784,0.27947178,0.5562817879999999,0.662314918,0.707977264,0.711530593,0.730926216,0.72052822,1,408738.0,MarkDeSaulnier,142624.0,JohnFitzgerald,1,0
2012-CA-12,253709,298187,2012,California,NancyPelosi,democrat,False,CA-12,0.850838568,253709,44478,0.850838568,0.14916143199999998,JackieSpeier,JackieSpeier,TomLantos,TomLantos,TomLantos,0,TomLantos,TomLantos,TomLantos,TomLantos,TomLantos,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.21333782699999998,0.247584606,0.209557054,0.19956253899999998,0.196586861,0.244012289,0.746884277,0.782288642,0.784976032,0.793148242,0.803333602,0.7558286359999999,1,253709.0,NancyPelosi,44478.0,JohnDennis,0,0
2014-CA-12,160067,192264,2014,California,NancyPelosi,democrat,False,CA-12,0.832537553,160067,32197,0.832537553,0.167462447,NancyPelosi,JackieSpeier,JackieSpeier,TomLantos,TomLantos,1,TomLantos,TomLantos,TomLantos,TomLantos,TomLantos,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.201138133,0.231747553,0.19153751600000002,0.186878723,0.15831194,0.14916143199999998,0.7627213290000001,0.7944883359999999,0.80299557,0.813068252,0.8416880609999999,0.850838568,1,160067.0,NancyPelosi,32197.0,JohnDennis,1,0
2016-CA-12,274035,338845,2016,California,NancyPelosi,democrat,False,CA-12,0.808732606,274035,0,0.808732606,0.0,NancyPelosi,NancyPelosi,JackieSpeier,JackieSpeier,TomLantos,1,TomLantos,TomLantos,TomLantos,TomLantos,TomLantos,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.153230013,0.205107405,0.14015904199999998,0.10554129300000001,0.083731224,0.167462447,0.771904708,0.804142977,0.8119843409999999,0.8307029090000001,0.82063508,0.832537553,1,274035.0,NancyPelosi,,None,1,0
2018-CA-12,550584,634144,2018,California,NancyPelosi,democrat,False,CA-12,0.868231821,550584,83560,0.868231821,0.131768179,NancyPelosi,NancyPelosi,NancyPelosi,JackieSpeier,JackieSpeier,1,TomLantos,TomLantos,TomLantos,TomLantos,TomLantos,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.138480869,0.192260044,0.11209801400000001,0.09974354199999999,0.06588409,0.0,0.784752068,0.8232338370000001,0.840085137,0.83650066,0.8384822140000001,0.808732606,1,550584.0,NancyPelosi,83560.0,LisaRemmer,1,0
2012-CA-13,250436,288582,2012,California,BarbaraLee,democrat,False,CA-13,0.8678157329999999,250436,0,0.8678157329999999,0.0,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,0,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.209587073,0.253570232,0.19102044399999998,0.170984768,0.138628649,0.277257297,0.724169042,0.763337302,0.775135024,0.78388919,0.793682289,0.719548845,1,250436.0,BarbaraLee,,None,0,0
2014-CA-13,168491,190431,2014,California,BarbaraLee,democrat,False,CA-13,0.8847876659999999,168491,21940,0.8847876659999999,0.115212334,BarbaraLee,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,1,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.175858822,0.229710894,0.157041659,0.13082321,0.057606167,0.0,0.74802838,0.7970655529999999,0.8091138090000001,0.824050748,0.8763017,0.8678157329999999,1,168491.0,BarbaraLee,21940.0,DakinSundeen,1,0
2016-CA-13,293117,322871,2016,California,BarbaraLee,democrat,False,CA-13,0.907845548,293117,29754,0.907845548,0.092154452,BarbaraLee,BarbaraLee,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,1,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.144064218,0.2041016,0.121156021,0.069122262,0.10368339300000001,0.115212334,0.773637674,0.828860157,0.8449994479999999,0.886816316,0.896316607,0.8847876659999999,1,293117.0,BarbaraLee,29754.0,SueCaro,1,0
2018-CA-13,521160,589674,2018,California,BarbaraLee,democrat,False,CA-13,0.883810377,589674,0,1.0,0.0,BarbaraLee,BarbaraLee,BarbaraLee,FortneyPeteStark,FortneyPeteStark,1,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,FortneyPeteStark,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.096924817,0.177453516,0.051841696,0.069122262,0.046077226,0.092154452,0.8024330129999999,0.875999558,0.915112237,0.930877738,0.953922774,0.907845548,1,521160.0,BarbaraLee,,None,1,0
2012-CA-14,203828,258283,2012,California,JackieSpeier,democrat,False,CA-14,0.789165373,203828,54455,0.789165373,0.210834627,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,0,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.27078930100000004,0.297227139,0.262927609,0.261957111,0.259966382,0.309098136,0.697039385,0.72919237,0.737072391,0.738042889,0.7400336190000001,0.6909018640000001,1,203828.0,JackieSpeier,54455.0,DeborahDebbieBacigalupi,0,0
2014-CA-14,114389,149146,2014,California,JackieSpeier,democrat,False,CA-14,0.766959892,114389,34757,0.766959892,0.233040108,JackieSpeier,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,1,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.256950109,0.281133696,0.25472786,0.250990957,0.221937368,0.210834627,0.713132828,0.743049891,0.74527214,0.7490090429999999,0.778062633,0.789165373,1,114389.0,JackieSpeier,34757.0,RobinChew,1,0
2016-CA-14,231630,286447,2016,California,JackieSpeier,democrat,False,CA-14,0.808631265,231630,54817,0.808631265,0.191368735,JackieSpeier,JackieSpeier,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,1,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.242056035,0.267582323,0.23608540100000003,0.211747823,0.212204422,0.233040108,0.729208663,0.757943965,0.763914599,0.788252177,0.7877955790000001,0.766959892,1,231630.0,JackieSpeier,54817.0,AngelCardenas,1,0
2018-CA-14,422768,533646,2018,California,JackieSpeier,democrat,False,CA-14,0.7922255579999999,422768,110878,0.7922255579999999,0.207774442,JackieSpeier,JackieSpeier,JackieSpeier,AnnaGEshoo,AnnaGEshoo,1,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,AnnaGEshoo,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.23042321,0.258247545,0.210754478,0.21072776199999999,0.199571589,0.191368735,0.7397937729999999,0.76957679,0.789245522,0.789272238,0.800428412,0.808631265,1,422768.0,JackieSpeier,110878.0,CristinaOsmena,1,0
2012-CA-15,120388,231034,2012,California,EricSwalwell,democrat,False,CA-15,0.521083477,231034,0,1.0,0.0,MikeHonda,MikeHonda,MikeHonda,MikeHonda,MikeHonda,0,MikeHonda,TomCampbell,TomCampbell,NormanYMineta,NormanYMineta,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,5,0,0,0,0,4,3,2,1,0.22259188100000002,0.351298076,0.208311747,0.185532298,0.1620127,0.3240254,0.641406083,0.7774081190000001,0.791688253,0.8144677020000001,0.8379873,0.6759746,1,120388.0,EricSwalwell,,None,0,0
2014-CA-15,99756,142906,2014,California,EricSwalwell,democrat,False,CA-15,0.698053266,99756,43150,0.698053266,0.301946734,EricSwalwell,MikeHonda,MikeHonda,MikeHonda,MikeHonda,1,MikeHonda,MikeHonda,TomCampbell,TomCampbell,NormanYMineta,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,2,8,5,0,0,0,0,4,3,2,1,0.227038745,0.341400644,0.214635907,0.208657378,0.150973367,0.0,0.651312007,0.772961255,0.785364093,0.791342622,0.8490266329999999,1.0,1,99756.0,EricSwalwell,43150.0,HughBussell,1,0
2016-CA-15,198578,269197,2016,California,EricSwalwell,democrat,False,CA-15,0.737667953,198578,70619,0.737667953,0.262332047,EricSwalwell,EricSwalwell,MikeHonda,MikeHonda,MikeHonda,1,MikeHonda,MikeHonda,MikeHonda,TomCampbell,TomCampbell,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,1,9,5,0,0,0,0,4,3,2,1,0.224175135,0.306709434,0.222076045,0.188092927,0.282139391,0.301946734,0.6902356340000001,0.775824865,0.777923955,0.811907073,0.71786061,0.698053266,1,198578.0,EricSwalwell,70619.0,DannyRTurner,1,0
2018-CA-15,355978,487858,2018,California,EricSwalwell,democrat,False,CA-15,0.729675438,355978,131880,0.729675438,0.270324562,EricSwalwell,EricSwalwell,EricSwalwell,MikeHonda,MikeHonda,1,MikeHonda,MikeHonda,MikeHonda,MikeHonda,TomCampbell,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.23172574899999998,0.273195721,0.208650836,0.27820111399999997,0.266328305,0.262332047,0.72528795,0.7682742509999999,0.7913491640000001,0.721798886,0.7336716959999999,0.737667953,1,355978.0,EricSwalwell,131880.0,RudyLPetersJr,1,0
2012-CA-16,84649,147450,2012,California,JimCosta,democrat,False,CA-16,0.574086131,84649,62801,0.574086131,0.425913869,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,0,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,DonEdwards,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.319654889,0.310564165,0.326797724,0.34476486,0.37384903799999997,0.321784208,0.682690707,0.680345111,0.6732022759999999,0.65523514,0.626150962,0.678215792,1,84649.0,JimCosta,62801.0,BrianDanielWhelan,0,0
2014-CA-16,46277,91220,2014,California,JimCosta,democrat,False,CA-16,0.507311993,46277,44943,0.507311993,0.49268800700000004,JimCosta,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,1,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.359975781,0.32480193,0.381745646,0.413462028,0.459300938,0.425913869,0.668459877,0.640024219,0.618254353,0.586537972,0.5406990620000001,0.574086131,1,46277.0,JimCosta,44943.0,JohnnyTacherra,1,0
2016-CA-16,97473,167956,2016,California,JimCosta,democrat,False,CA-16,0.580348425,97473,70483,0.580348425,0.419651575,JimCosta,JimCosta,ZoeLofgren,ZoeLofgren,ZoeLofgren,1,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,1,democrat,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.389326832,0.333723312,0.415009415,0.446084484,0.456169791,0.49268800700000004,0.660841505,0.6106731679999999,0.584990585,0.553915516,0.543830209,0.507311993,1,97473.0,JimCosta,70483.0,JohnnyMTacherra,1,0
2018-CA-16,164532,285918,2018,California,JimCosta,democrat,False,CA-16,0.5754517029999999,164532,121386,0.5754517029999999,0.424548297,JimCosta,JimCosta,JimCosta,ZoeLofgren,ZoeLofgren,1,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,ZoeLofgren,1,democrat,1,1,0,0,0,0,0,0,0,3,3,3,2,3,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.416917191,0.352761854,0.44070043700000006,0.445629293,0.422099936,0.419651575,0.645564865,0.583082809,0.5592995629999999,0.554370707,0.5779000639999999,0.580348425,1,164532.0,JimCosta,121386.0,ElizabethHeng,1,0
2012-CA-17,159392,216728,2012,California,MichaelMHonda,democrat,False,CA-17,0.735447196,159392,57336,0.735447196,0.264552804,SamFarr,SamFarr,SamFarr,SamFarr,SamFarr,0,SamFarr,SamFarr,SamFarr,SamFarr,LeonEPanetta,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.273127935,0.307745455,0.26556267899999997,0.27889299,0.289226873,0.313900943,0.682963616,0.720299694,0.7294674609999999,0.7199442559999999,0.710520515,0.6855938340000001,1,159392.0,MichaelMHonda,57336.0,EvelynLi,0,0
2014-CA-17,69561,134408,2014,California,MichaelMHonda,democrat,False,CA-17,0.5175361589999999,134408,0,1.0,0.0,MichaelMHonda,SamFarr,SamFarr,SamFarr,SamFarr,1,SamFarr,SamFarr,SamFarr,SamFarr,SamFarr,1,democrat,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.212450143,0.263257947,0.20916974300000002,0.192817916,0.132276402,0.264552804,0.727451125,0.7835739690000001,0.7899581920000001,0.807013677,0.867723598,0.735447196,1,69561.0,MichaelMHonda,,None,1,0
2016-CA-17,142268,233192,2016,California,RoKhanna,democrat,False,CA-17,0.61008954,233192,0,1.0,0.0,MichaelMHonda,MichaelMHonda,SamFarr,SamFarr,SamFarr,0,SamFarr,SamFarr,SamFarr,SamFarr,SamFarr,0,democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,4,3,2,1,0.167335794,0.225488635,0.14461343699999998,0.08818426800000001,0.0,0.0,0.7685818109999999,0.8319665540000001,0.8552602570000001,0.911815732,1.0,1.0,1,142268.0,RoKhanna,,None,0,0
